cell_id,longitude,latitude,anomaly_score,anomaly_rank,robust_distance_score,robust_distance_rank,positive_anchor_similarity,positive_anchor_rank,exploration_priority_score,feature_quality,config_b_sensitivity_similarity,config_b_sensitivity_rank
GRID-00249,80.227027,21.868377,0.1817,9541,0.0155,6862,0.6071,13818,0.6366,valid,0.6172,13525
GRID-00250,80.227317,21.868378,0.2063,8003,0.0158,6759,0.3642,24570,0.5271,valid,0.3989,24706
GRID-00251,80.227608,21.86838,0.0968,19916,0.0128,8273,0.4981,20130,0.419,valid,0.5313,19865
GRID-00252,80.227898,21.868381,0.1823,9493,0.0115,9219,0.4007,23654,0.4906,valid,0.4439,23605
GRID-00253,80.228188,21.868382,0.2003,8336,0.0167,6442,0.4515,22010,0.5576,valid,0.4923,21836
GRID-00254,80.228479,21.868384,0.146,12610,0.018,6081,0.5363,18223,0.5561,valid,0.5718,17211
GRID-00255,80.228769,21.868385,0.1081,17941,0.0144,7329,0.514,19410,0.4627,valid,0.5568,18279
GRID-00256,80.229059,21.868386,0.1418,13112,0.0171,6337,0.5399,18037,0.5493,valid,0.5693,17398
GRID-00257,80.22935,21.868388,0.3233,3515,0.0179,6092,0.3286,25237,0.581,valid,0.3679,25276
GRID-00258,80.22964,21.868389,0.2919,4460,0.0209,5431,0.3876,24026,0.5922,valid,0.4245,24130
GRID-00259,80.22993,21.86839,0.2785,4888,0.0213,5374,0.395,23814,0.5903,valid,0.4312,23963
GRID-00260,80.230221,21.868392,0.2179,7393,0.0238,4957,0.4441,22292,0.5835,valid,0.479,22391
GRID-00261,80.230511,21.868393,0.2638,5418,0.0416,3541,0.4733,21193,0.6374,valid,0.508,21085
GRID-00262,80.230801,21.868395,0.3442,2995,0.0699,2974,0.4014,23626,0.6441,valid,0.4422,23655
GRID-00263,80.231092,21.868396,0.2958,4327,0.0948,2568,0.4425,22346,0.6484,valid,0.4851,22133
GRID-00264,80.231382,21.868397,0.4212,1643,0.1092,2350,0.3642,24568,0.6566,valid,0.4046,24575
GRID-00265,80.231672,21.868399,0.3915,2092,0.1132,2296,0.3727,24371,0.6542,valid,0.4131,24384
GRID-00266,80.231963,21.8684,0.2766,4964,0.1207,2167,0.4973,20172,0.6717,valid,0.542,19255
GRID-00267,80.232253,21.868401,0.278,4903,0.1381,1910,0.5403,18023,0.7014,valid,0.5848,16179
GRID-00268,80.232544,21.868403,0.2664,5329,0.1537,1692,0.6267,12338,0.7672,valid,0.6614,9649
GRID-00269,80.232834,21.868404,0.2688,5241,0.1583,1619,0.6445,10872,0.7868,valid,0.6731,8712
GRID-00270,80.233124,21.868405,0.2521,5888,0.1577,1629,0.6361,11598,0.7702,valid,0.6616,9640
GRID-00271,80.233415,21.868407,0.253,5843,0.162,1569,0.607,13826,0.7446,valid,0.6345,11979
GRID-00272,80.233705,21.868408,0.2607,5550,0.1731,1397,0.5799,15710,0.7276,valid,0.6054,14528
GRID-00273,80.233995,21.868409,0.3086,3936,0.1888,1182,0.5438,17836,0.724,valid,0.5691,17415
GRID-00274,80.234286,21.868411,0.3076,3971,0.2103,973,0.5223,19004,0.7121,valid,0.5445,19097
GRID-00275,80.234576,21.868412,0.3447,2983,0.2305,813,0.461,21656,0.694,valid,0.4871,22050
GRID-00276,80.234866,21.868413,0.419,1672,0.2555,694,0.3941,23851,0.6848,valid,0.403,24620
GRID-00277,80.235157,21.868415,0.3913,2095,0.2823,616,0.3826,24147,0.6771,valid,0.3951,24783
GRID-00278,80.235447,21.868416,0.4093,1789,0.306,557,0.311,25506,0.6651,valid,0.3217,25901
GRID-00279,80.235737,21.868417,0.4307,1535,0.3284,514,0.2459,26339,0.6587,valid,0.2529,26574
GRID-00280,80.236028,21.868419,0.4164,1705,0.3557,479,0.2183,26628,0.6536,valid,0.2231,26775
GRID-00281,80.236318,21.86842,0.4208,1650,0.3737,452,0.1842,26908,0.6512,valid,0.1865,26993
GRID-00282,80.236608,21.868422,0.39,2119,0.3656,463,0.1557,27060,0.6436,valid,0.1589,27130
GRID-00283,80.236899,21.868423,0.3944,2032,0.3708,456,0.0947,27288,0.642,valid,0.0999,27313
GRID-00284,80.237189,21.868424,0.3829,2244,0.4139,425,0.1136,27228,0.6405,valid,0.1133,27275
GRID-00285,80.237479,21.868426,0.4213,1640,0.4634,404,0.1222,27199,0.6484,valid,0.1197,27260
GRID-00286,80.23777,21.868427,0.4316,1527,0.4367,412,0.1551,27062,0.6513,valid,0.1569,27142
GRID-00287,80.23806,21.868428,0.4078,1813,0.3583,473,0.231,26503,0.6538,valid,0.2355,26704
GRID-00288,80.23835,21.86843,0.4204,1658,0.2948,589,0.2968,25708,0.6639,valid,0.2924,26236
GRID-00289,80.238641,21.868431,0.37,2460,0.2684,650,0.3424,25017,0.6618,valid,0.3461,25575
GRID-00290,80.238931,21.868432,0.3846,2217,0.2603,672,0.3558,24747,0.6677,valid,0.3512,25513
GRID-00291,80.239221,21.868434,0.3925,2068,0.2644,659,0.3768,24277,0.6753,valid,0.371,25206
GRID-00292,80.239512,21.868435,0.3397,3091,0.2588,680,0.3844,24101,0.6649,valid,0.3913,24860
GRID-00293,80.239802,21.868436,0.2692,5227,0.2307,811,0.4018,23616,0.6434,valid,0.4167,24304
GRID-00294,80.240093,21.868438,0.3619,2604,0.1936,1131,0.4607,21669,0.6945,valid,0.4524,23325
GRID-00295,80.240383,21.868439,0.3625,2595,0.1857,1226,0.4894,20539,0.7071,valid,0.4829,22221
GRID-00296,80.240673,21.86844,0.2692,5228,0.2037,1029,0.493,20376,0.6798,valid,0.5071,21124
GRID-00297,80.240964,21.868442,0.2862,4614,0.2363,774,0.4811,20875,0.6842,valid,0.4872,22044
GRID-00298,80.241254,21.868443,0.2971,4293,0.2383,762,0.49,20517,0.6925,valid,0.4959,21674
GRID-00299,80.241544,21.868444,0.268,5277,0.1583,1618,0.5545,17227,0.71,valid,0.5665,17607
GRID-00300,80.241835,21.868446,0.2042,8124,0.119,2196,0.5888,15130,0.694,valid,0.6132,13869
GRID-00301,80.242125,21.868447,0.2055,8046,0.1088,2357,0.5654,16616,0.6751,valid,0.592,15605
GRID-00302,80.242415,21.868448,0.1953,8635,0.125,2092,0.521,19073,0.6417,valid,0.5509,18655
GRID-00303,80.242706,21.86845,0.204,8134,0.1634,1547,0.5074,19701,0.6467,valid,0.5262,20160
GRID-00304,80.242996,21.868451,0.2394,6446,0.191,1159,0.4801,20919,0.657,valid,0.4909,21895
GRID-00305,80.243286,21.868452,0.2418,6339,0.1981,1075,0.4581,21755,0.6493,valid,0.4711,22690
GRID-00306,80.243577,21.868454,0.2003,8334,0.1483,1770,0.5013,19991,0.6381,valid,0.5129,20837
GRID-00307,80.243867,21.868455,0.1426,13025,0.0753,2877,0.5338,18355,0.5881,valid,0.5456,19012
GRID-00308,80.244157,21.868456,0.1433,12951,0.0397,3623,0.4765,21065,0.5474,valid,0.5031,21333
GRID-00309,80.244448,21.868458,0.1335,14141,0.0306,4197,0.4963,20222,0.5363,valid,0.5164,20669
GRID-00310,80.244738,21.868459,0.1249,15325,0.0233,5045,0.4689,21354,0.4983,valid,0.4938,21758
GRID-00311,80.245028,21.86846,0.1602,11193,0.0212,5390,0.452,21991,0.5362,valid,0.476,22505
GRID-00312,80.245319,21.868462,0.2071,7953,0.0216,5315,0.3942,23844,0.5537,valid,0.4232,24160
GRID-00313,80.245609,21.868463,0.1889,9067,0.0295,4304,0.4113,23371,0.5582,valid,0.4417,23670
GRID-00314,80.245899,21.868464,0.1775,9815,0.0313,4153,0.4139,23280,0.5521,valid,0.4374,23784
GRID-00315,80.24619,21.868466,0.2583,5630,0.0165,6486,0.3079,25546,0.5471,valid,0.3398,25653
GRID-00316,80.24648,21.868467,0.122,15706,0.0152,6993,0.57,16336,0.5306,valid,0.5933,15490
GRID-00317,80.24677,21.868468,0.1472,12475,0.0177,6171,0.5876,15205,0.593,valid,0.6139,13797
GRID-00318,80.247061,21.86847,0.0794,22945,0.0149,7121,0.4757,21099,0.3848,valid,0.4992,21509
GRID-00319,80.247351,21.868471,0.1247,15349,0.0144,7352,0.4196,23105,0.4492,valid,0.4438,23607
GRID-00320,80.247642,21.868472,0.1298,14668,0.0142,7431,0.4102,23405,0.4528,valid,0.44,23722
GRID-00321,80.247932,21.868474,0.1861,9237,0.0187,5902,0.3467,24926,0.5182,valid,0.3775,25106
GRID-00322,80.248222,21.868475,0.1084,17896,0.0109,9905,0.5353,18261,0.4461,valid,0.5478,18869
GRID-00323,80.248513,21.868476,0.2181,7382,0.0148,7201,0.6294,12119,0.6789,valid,0.6264,12673
GRID-00324,80.248803,21.868478,0.1498,12233,0.0116,9172,0.3579,24705,0.4455,valid,0.3968,24744
GRID-00325,80.249093,21.868479,0.1203,15987,0.0134,7900,0.4182,23146,0.4344,valid,0.4483,23464
GRID-00326,80.249384,21.86848,0.0898,21133,0.013,8147,0.4516,22007,0.3833,valid,0.4835,22197
GRID-00327,80.249674,21.868482,0.2858,4630,0.0148,7155,0.549,17532,0.6475,valid,0.5273,20086
GRID-00328,80.249964,21.868483,0.2691,5231,0.0156,6836,0.5499,17478,0.6447,valid,0.5212,20421
GRID-00329,80.250255,21.868484,0.201,8297,0.0152,7013,0.5591,16976,0.6118,valid,0.5377,19503
GRID-00330,80.250545,21.868485,0.107,18146,0.0114,9388,0.4881,20590,0.4213,valid,0.5184,20562
GRID-00331,80.250835,21.868487,0.3229,3529,0.0167,6417,0.5093,19622,0.6445,valid,0.4909,21892
GRID-00332,80.251126,21.868488,0.198,8467,0.0132,8008,0.5106,19566,0.5666,valid,0.4831,22215
GRID-00333,80.251416,21.868489,0.1452,12698,0.0132,8004,0.5164,19283,0.5192,valid,0.525,20232
GRID-00334,80.251706,21.868491,0.1315,14412,0.0125,8457,0.4482,22141,0.4588,valid,0.4889,21980
GRID-00335,80.251997,21.868492,0.6172,365,0.9822,160,0.0305,27559,0.6623,valid,0.0253,27586
GRID-00336,80.252287,21.868493,0.127,15043,0.0123,8632,0.4698,21319,0.459,partial,0.4851,22134
GRID-00337,80.203801,21.867995,0.3028,4118,0.0131,8079,0.4943,20312,0.6091,partial,0.4478,23474
GRID-00338,80.204091,21.867997,0.5763,538,0.7312,252,0.1846,26904,0.667,valid,0.1587,27131
GRID-00339,80.204382,21.867998,0.3378,3132,0.0112,9537,0.5202,19108,0.6179,valid,0.476,22506
GRID-00340,80.204672,21.867999,0.2329,6717,0.0103,10518,0.5253,18824,0.5664,valid,0.4953,21702
GRID-00341,80.204962,21.868001,0.2492,6013,0.009,12798,0.5029,19911,0.5344,valid,0.4704,22722
GRID-00342,80.205253,21.868002,0.1069,18172,0.0072,17233,0.5476,17614,0.3625,valid,0.5568,18283
GRID-00343,80.205543,21.868004,0.0838,22219,0.0077,15782,0.5522,17344,0.3345,valid,0.5748,16984
GRID-00344,80.205833,21.868005,0.1234,15528,0.0079,15173,0.5196,19145,0.4006,valid,0.5405,19327
GRID-00345,80.206124,21.868006,0.1416,13140,0.0078,15472,0.537,18184,0.4373,valid,0.5396,19384
GRID-00346,80.206414,21.868008,0.186,9240,0.0108,9921,0.4971,20177,0.527,valid,0.4701,22730
GRID-00347,80.206704,21.868009,0.2198,7295,0.0083,14327,0.505,19818,0.5017,valid,0.4756,22516
GRID-00348,80.206995,21.868011,0.183,9453,0.0105,10340,0.5271,18727,0.5368,valid,0.5163,20678
GRID-00349,80.207285,21.868012,0.1625,10991,0.0088,13065,0.4929,20383,0.4656,valid,0.4873,22040
GRID-00350,80.207575,21.868013,0.1713,10267,0.0094,12007,0.4421,22367,0.4632,valid,0.4461,23527
GRID-00351,80.207866,21.868015,0.1154,16775,0.0068,18299,0.4327,22661,0.3057,valid,0.4541,23287
GRID-00352,80.208156,21.868016,0.125,15315,0.0072,17137,0.3927,23899,0.3224,valid,0.4217,24188
GRID-00353,80.208446,21.868018,0.0851,21984,0.0064,19565,0.4244,22959,0.2243,valid,0.4617,23021
GRID-00354,80.208737,21.868019,0.1053,18443,0.0065,19294,0.4338,22627,0.2741,valid,0.4691,22768
GRID-00355,80.209027,21.86802,0.0926,20627,0.006,21033,0.424,22968,0.2229,valid,0.458,23153
GRID-00356,80.209317,21.868022,0.093,20567,0.0059,21107,0.4038,23554,0.2156,valid,0.4415,23676
GRID-00357,80.209608,21.868023,0.1009,19194,0.0071,17390,0.4284,22805,0.2859,valid,0.4699,22740
GRID-00358,80.209898,21.868025,0.1124,17223,0.0078,15520,0.481,20882,0.3552,valid,0.5146,20754
GRID-00359,80.210188,21.868026,0.1093,17746,0.0072,17214,0.4585,21740,0.3182,valid,0.4979,21569
GRID-00360,80.210479,21.868027,0.1133,17077,0.0062,20176,0.4418,22380,0.2829,valid,0.4829,22220
GRID-00361,80.210769,21.868029,0.0873,21585,0.0064,19567,0.4435,22309,0.2369,valid,0.4839,22182
GRID-00362,80.211059,21.86803,0.0892,21235,0.0069,18266,0.4587,21727,0.2637,valid,0.5008,21443
GRID-00363,80.21135,21.868032,0.0889,21269,0.0064,19642,0.5009,20011,0.2674,valid,0.5338,19716
GRID-00364,80.21164,21.868033,0.1683,10519,0.0074,16613,0.4069,23481,0.3914,valid,0.4436,23610
GRID-00365,80.211931,21.868034,0.2016,8268,0.0091,12612,0.377,24272,0.4571,valid,0.4103,24449
GRID-00366,80.212221,21.868036,0.1254,15255,0.0067,18771,0.4879,20599,0.3431,valid,0.5371,19550
GRID-00367,80.212511,21.868037,0.085,21999,0.0071,17614,0.5931,14855,0.345,valid,0.6275,12581
GRID-00368,80.212802,21.868038,0.1656,10715,0.0104,10488,0.6556,10009,0.6247,valid,0.6735,8682
GRID-00369,80.213092,21.86804,0.0957,20100,0.0062,20453,0.6748,8572,0.4093,valid,0.681,8051
GRID-00370,80.213382,21.868041,0.0624,25340,0.0038,26387,0.5984,14461,0.2041,valid,0.6163,13597
GRID-00371,80.213673,21.868043,0.0529,26286,0.0053,22991,0.5028,19915,0.168,valid,0.5442,19114
GRID-00372,80.213963,21.868044,0.0486,26655,0.0045,25116,0.5433,17862,0.1627,valid,0.5874,15966
GRID-00373,80.214253,21.868045,0.1136,17038,0.0091,12604,0.4248,22946,0.3676,valid,0.4731,22614
GRID-00374,80.214544,21.868047,0.1018,19053,0.0085,13726,0.4366,22536,0.3348,valid,0.4749,22537
GRID-00375,80.214834,21.868048,0.0854,21925,0.005,23838,0.4428,22331,0.1812,valid,0.4838,22186
GRID-00376,80.215124,21.86805,0.4066,1834,0.0185,5953,0.1748,26950,0.5823,valid,0.207,26862
GRID-00377,80.215415,21.868051,0.1181,16355,0.0061,20523,0.416,23216,0.2774,valid,0.4644,22935
GRID-00378,80.215705,21.868052,0.0918,20773,0.0062,20205,0.5044,19853,0.2685,valid,0.5417,19276
GRID-00379,80.215995,21.868054,0.0962,20018,0.0153,6944,0.5177,19230,0.4446,valid,0.5584,18172
GRID-00380,80.216286,21.868055,0.1825,9484,0.0236,4994,0.484,20767,0.5762,valid,0.5312,19881
GRID-00381,80.216576,21.868056,0.0837,22233,0.0201,5603,0.62,12862,0.5106,valid,0.6543,10288
GRID-00382,80.216866,21.868058,0.1177,16413,0.014,7530,0.5336,18368,0.4912,valid,0.5644,17755
GRID-00383,80.217157,21.868059,0.1236,15497,0.0121,8785,0.4227,23003,0.4314,valid,0.4632,22961
GRID-00384,80.217447,21.868061,0.0892,21250,0.0095,11787,0.4511,22027,0.3379,valid,0.4883,22005
GRID-00385,80.217737,21.868062,0.1058,18358,0.0066,19172,0.466,21468,0.2906,valid,0.5145,20760
GRID-00386,80.218028,21.868063,0.062,25388,0.0121,8727,0.627,12312,0.4417,valid,0.6277,12561
GRID-00387,80.218318,21.868065,0.0807,22729,0.01,11040,0.6279,12253,0.4466,valid,0.6228,12999
GRID-00388,80.218608,21.868066,0.0595,25685,0.0086,13597,0.5794,15745,0.3383,valid,0.5889,15854
GRID-00389,80.218899,21.868067,0.0816,22551,0.0112,9525,0.5395,18055,0.3972,valid,0.5553,18370
GRID-00390,80.219189,21.868069,0.088,21467,0.0084,14101,0.4766,21059,0.3191,valid,0.5011,21427
GRID-00391,80.219479,21.86807,0.1267,15071,0.0076,15919,0.4569,21804,0.3652,valid,0.4752,22524
GRID-00392,80.21977,21.868072,0.1034,18769,0.0064,19673,0.4414,22392,0.2685,valid,0.4641,22940
GRID-00393,80.22006,21.868073,0.176,9931,0.0104,10493,0.4698,21318,0.4981,valid,0.4731,22613
GRID-00394,80.22035,21.868074,0.136,13812,0.0079,15323,0.4651,21503,0.3911,valid,0.4894,21965
GRID-00395,80.220641,21.868076,0.1795,9666,0.0093,12191,0.4891,20550,0.4901,valid,0.5014,21411
GRID-00396,80.220931,21.868077,0.1265,15109,0.008,14914,0.5224,18998,0.4105,valid,0.5323,19797
GRID-00397,80.221222,21.868078,0.0488,26638,0.0062,20398,0.579,15788,0.2445,valid,0.5997,14983
GRID-00398,80.221512,21.86808,0.0293,27506,0.0064,19624,0.64,11255,0.2979,valid,0.6791,8225
GRID-00399,80.221802,21.868081,0.0381,27216,0.0052,23269,0.6115,13496,0.2306,valid,0.6493,10679
GRID-00400,80.222093,21.868083,0.0567,25946,0.0055,22603,0.5283,18668,0.1917,valid,0.5696,17378
GRID-00401,80.222383,21.868084,0.1886,9082,0.0082,14487,0.3697,24435,0.4228,valid,0.4143,24352
GRID-00402,80.222673,21.868085,0.1457,12633,0.0078,15536,0.4184,23139,0.383,valid,0.455,23254
GRID-00403,80.222964,21.868087,0.1939,8731,0.0074,16748,0.3629,24594,0.3979,valid,0.4045,24579
GRID-00404,80.223254,21.868088,0.1021,19005,0.0073,17041,0.4344,22604,0.2947,valid,0.4722,22642
GRID-00405,80.223544,21.868089,0.0624,25343,0.0074,16497,0.4749,21128,0.2428,valid,0.5164,20668
GRID-00406,80.223835,21.868091,0.061,25527,0.0056,22127,0.5679,16456,0.2291,valid,0.6092,14201
GRID-00407,80.224125,21.868092,0.0555,26054,0.006,20966,0.6415,11121,0.3009,valid,0.6757,8515
GRID-00408,80.224415,21.868094,0.0875,21553,0.0081,14619,0.5446,17792,0.3511,valid,0.5802,16553
GRID-00409,80.224706,21.868095,0.2226,7152,0.0116,9131,0.361,24633,0.508,valid,0.4056,24548
GRID-00410,80.224996,21.868096,0.0805,22755,0.0074,16755,0.5169,19260,0.2933,valid,0.5573,18234
GRID-00411,80.225286,21.868098,0.0918,20778,0.0098,11292,0.5071,19721,0.3772,valid,0.5485,18814
GRID-00412,80.225577,21.868099,0.1127,17160,0.0134,7885,0.6479,10595,0.5714,valid,0.6643,9427
GRID-00413,80.225867,21.8681,0.0816,22543,0.013,8108,0.5464,17687,0.4188,valid,0.591,15687
GRID-00414,80.226157,21.868102,0.0999,19375,0.0125,8447,0.5444,17800,0.4514,valid,0.5818,16425
GRID-00415,80.226448,21.868103,0.117,16526,0.0139,7604,0.5523,17338,0.5014,valid,0.5858,16093
GRID-00416,80.226738,21.868104,0.0983,19652,0.0161,6654,0.5618,16841,0.4812,valid,0.5918,15621
GRID-00417,80.227028,21.868106,0.1161,16652,0.0209,5425,0.6408,11187,0.6,valid,0.6386,11635
GRID-00418,80.227319,21.868107,0.1398,13352,0.0114,9303,0.4526,21969,0.4634,valid,0.4808,22315
GRID-00419,80.227609,21.868109,0.1734,10100,0.0112,9557,0.3331,25174,0.4609,valid,0.3736,25162
GRID-00420,80.227899,21.86811,0.2152,7519,0.0117,9077,0.3657,24527,0.5055,valid,0.4074,24507
GRID-00421,80.22819,21.868111,0.196,8589,0.0134,7890,0.4218,23032,0.5249,valid,0.4646,22925
GRID-00422,80.22848,21.868113,0.1763,9904,0.0161,6646,0.4375,22500,0.5304,valid,0.4834,22202
GRID-00423,80.22877,21.868114,0.1377,13574,0.0154,6929,0.4637,21552,0.4943,valid,0.5097,20988
GRID-00424,80.229061,21.868115,0.182,9507,0.0156,6830,0.4258,22901,0.5282,valid,0.4686,22786
GRID-00425,80.229351,21.868117,0.3059,4019,0.0197,5692,0.3668,24504,0.5886,valid,0.406,24538
GRID-00426,80.229642,21.868118,0.2842,4676,0.0231,5079,0.3776,24257,0.591,valid,0.4205,24211
GRID-00427,80.229932,21.868119,0.2358,6593,0.0236,4992,0.4422,22363,0.5918,valid,0.4841,22169
GRID-00428,80.230222,21.868121,0.2761,4979,0.0309,4176,0.419,23123,0.6119,valid,0.4589,23118
GRID-00429,80.230513,21.868122,0.292,4459,0.0568,3190,0.4382,22483,0.6377,valid,0.4775,22437
GRID-00430,80.230803,21.868123,0.3348,3214,0.0856,2715,0.4286,22801,0.6545,valid,0.4713,22678
GRID-00431,80.231093,21.868125,0.3606,2638,0.1029,2460,0.3908,23951,0.6507,valid,0.4365,23805
GRID-00432,80.231384,21.868126,0.3952,2021,0.1092,2352,0.3824,24152,0.657,valid,0.4241,24143
GRID-00433,80.231674,21.868128,0.3474,2916,0.1217,2150,0.4271,22853,0.6643,valid,0.4615,23031
GRID-00434,80.231964,21.868129,0.3046,4053,0.1374,1920,0.4668,21443,0.6703,valid,0.5074,21108
GRID-00435,80.232255,21.86813,0.2635,5425,0.1507,1733,0.5975,14534,0.7392,valid,0.6228,13003
GRID-00436,80.232545,21.868132,0.2776,4922,0.1624,1562,0.6196,12901,0.7669,valid,0.6464,10938
GRID-00437,80.232835,21.868133,0.2686,5249,0.1678,1476,0.6106,13550,0.7562,valid,0.6375,11729
GRID-00438,80.233126,21.868134,0.249,6022,0.169,1462,0.5659,16581,0.7106,valid,0.5909,15689
GRID-00439,80.233416,21.868136,0.2734,5082,0.1764,1354,0.5376,18154,0.7043,valid,0.5642,17778
GRID-00440,80.233706,21.868137,0.2803,4823,0.1925,1144,0.4871,20640,0.6801,valid,0.5187,20554
GRID-00441,80.233997,21.868138,0.2978,4273,0.2123,962,0.5012,19999,0.6966,valid,0.5255,20199
GRID-00442,80.234287,21.86814,0.31,3900,0.2301,817,0.4874,20620,0.6953,valid,0.506,21185
GRID-00443,80.234577,21.868141,0.3387,3111,0.2447,732,0.4135,23293,0.6737,valid,0.4276,24064
GRID-00444,80.234868,21.868142,0.372,2420,0.2656,654,0.3691,24445,0.6691,valid,0.3868,24942
GRID-00445,80.235158,21.868144,0.439,1447,0.2951,588,0.333,25175,0.6728,valid,0.3385,25671
GRID-00446,80.235448,21.868145,0.4354,1490,0.3173,526,0.3027,25622,0.6677,valid,0.3075,26064
GRID-00447,80.235739,21.868146,0.4263,1571,0.3328,506,0.2446,26352,0.6582,valid,0.2547,26560
GRID-00448,80.236029,21.868148,0.4301,1543,0.3452,491,0.2146,26663,0.6549,valid,0.2207,26786
GRID-00449,80.236319,21.868149,0.4331,1511,0.3599,470,0.1691,26987,0.6517,valid,0.1725,27069
GRID-00450,80.23661,21.86815,0.391,2100,0.3675,459,0.148,27092,0.6435,valid,0.1546,27149
GRID-00451,80.2369,21.868152,0.3031,4113,0.3579,477,0.1344,27158,0.6183,valid,0.1387,27203
GRID-00452,80.23719,21.868153,0.4074,1821,0.4275,418,0.1249,27191,0.6461,valid,0.1236,27253
GRID-00453,80.237481,21.868155,0.4393,1444,0.4664,401,0.1281,27179,0.651,valid,0.1268,27242
GRID-00454,80.237771,21.868156,0.4683,1171,0.4341,414,0.1831,26916,0.6573,valid,0.1766,27054
GRID-00455,80.238062,21.868157,0.4245,1597,0.3583,474,0.2551,26230,0.6597,valid,0.2533,26572
GRID-00456,80.238352,21.868159,0.4528,1317,0.2911,599,0.3187,25382,0.6718,valid,0.3108,26035
GRID-00457,80.238642,21.86816,0.3647,2558,0.26,674,0.3762,24295,0.669,valid,0.3834,24995
GRID-00458,80.238933,21.868161,0.3461,2949,0.2493,715,0.384,24111,0.666,valid,0.398,24720
GRID-00459,80.239223,21.868163,0.4057,1852,0.2522,704,0.4021,23612,0.6854,valid,0.4038,24594
GRID-00460,80.239513,21.868164,0.3327,3262,0.2457,725,0.4262,22887,0.6769,valid,0.4283,24040
GRID-00461,80.239804,21.868165,0.2884,4555,0.2186,905,0.422,23024,0.6575,valid,0.4439,23606
GRID-00462,80.240094,21.868167,0.2698,5204,0.1971,1087,0.4738,21175,0.6697,valid,0.4926,21817
GRID-00463,80.240384,21.868168,0.2622,5483,0.1896,1174,0.5065,19742,0.6826,valid,0.5228,20332
GRID-00464,80.240675,21.868169,0.3194,3631,0.2072,1000,0.5208,19077,0.7149,valid,0.5274,20081
GRID-00465,80.240965,21.868171,0.3439,3005,0.2426,740,0.4944,20307,0.7108,valid,0.4853,22124
GRID-00466,80.241255,21.868172,0.2585,5625,0.2233,858,0.5234,18932,0.6944,valid,0.5355,19631
GRID-00467,80.241546,21.868173,0.2546,5768,0.1382,1905,0.605,13974,0.7397,valid,0.6113,14027
GRID-00468,80.241836,21.868175,0.2311,6789,0.1178,2219,0.6087,13705,0.7269,valid,0.6354,11892
GRID-00469,80.242126,21.868176,0.1869,9185,0.1091,2353,0.5782,15835,0.6709,valid,0.6081,14284
GRID-00470,80.242417,21.868177,0.1657,10706,0.12,2178,0.5715,16226,0.65,valid,0.593,15516
GRID-00471,80.242707,21.868179,0.1792,9691,0.1389,1893,0.5477,17604,0.649,valid,0.5625,17907
GRID-00472,80.242997,21.86818,0.1726,10173,0.146,1808,0.5219,19029,0.6271,valid,0.5387,19434
GRID-00473,80.243288,21.868181,0.2,8357,0.1578,1627,0.5231,18947,0.6521,valid,0.5267,20133
GRID-00474,80.243578,21.868183,0.1867,9197,0.1363,1933,0.5298,18585,0.6427,valid,0.5376,19508
GRID-00475,80.243868,21.868184,0.1375,13609,0.0766,2853,0.5308,18518,0.5794,valid,0.5483,18836
GRID-00476,80.244159,21.868185,0.1464,12558,0.0384,3690,0.4503,22060,0.5394,valid,0.4802,22346
GRID-00477,80.244449,21.868187,0.1445,12774,0.0277,4473,0.4603,21681,0.5319,valid,0.4868,22059
GRID-00478,80.244739,21.868188,0.1913,8929,0.0207,5480,0.4314,22708,0.5537,valid,0.463,22975
GRID-00479,80.24503,21.868189,0.2045,8101,0.0202,5586,0.4192,23118,0.5574,valid,0.4543,23278
