cell_id,longitude,latitude,anomaly_score,anomaly_rank,robust_distance_score,robust_distance_rank,positive_anchor_similarity,positive_anchor_rank,exploration_priority_score,feature_quality,config_b_sensitivity_similarity,config_b_sensitivity_rank
GRID-20286,80.240263,21.836186,0.1834,9414,0.0098,11301,0.5126,19469,0.5168,valid,0.5452,19042
GRID-20287,80.240553,21.836188,0.1357,13854,0.0145,7289,0.6101,13580,0.5825,valid,0.6165,13589
GRID-20288,80.240844,21.836189,0.2033,8177,0.0119,8947,0.55,17465,0.5841,valid,0.5753,16945
GRID-20289,80.241134,21.83619,0.1577,11417,0.0181,6066,0.5924,14891,0.6107,valid,0.6188,13384
GRID-20290,80.241424,21.836192,0.1533,11857,0.0115,9236,0.7492,3664,0.7023,valid,0.727,4810
GRID-20291,80.241714,21.836193,0.0405,27097,0.0009,27709,0.7009,6675,0.2607,valid,0.7156,5525
GRID-20292,80.242005,21.836194,0.3534,2782,0.0226,5146,0.2518,26261,0.5889,valid,0.2983,26168
GRID-20293,80.242295,21.836196,0.0696,24423,0.0136,7765,0.5989,14425,0.4395,valid,0.614,13791
GRID-20294,80.242585,21.836197,0.0879,21470,0.0072,17163,0.5249,18843,0.3089,valid,0.5608,18011
GRID-20295,80.242876,21.836198,0.1363,13778,0.0074,16770,0.4831,20808,0.3825,valid,0.5341,19700
GRID-20296,80.243166,21.8362,0.1457,12645,0.0085,13833,0.5445,17797,0.4676,valid,0.5916,15641
GRID-20297,80.243456,21.836201,0.0616,25444,0.0066,19040,0.6505,10385,0.3402,valid,0.6818,7995
GRID-20298,80.243746,21.836202,0.2833,4716,0.0179,6090,0.33,25218,0.5668,valid,0.3896,24886
GRID-20299,80.244037,21.836204,0.0376,27238,0.0016,27655,0.6484,10556,0.213,valid,0.6978,6786
GRID-20300,80.244327,21.836205,0.1262,15146,0.0074,16635,0.7589,3128,0.5802,valid,0.7332,4447
GRID-20301,80.244617,21.836206,0.1114,17380,0.008,14851,0.6754,8520,0.51,valid,0.6741,8623
GRID-20302,80.244908,21.836208,0.1266,15097,0.0082,14554,0.6162,13152,0.4853,valid,0.619,13368
GRID-20303,80.245198,21.836209,0.1486,12344,0.009,12778,0.533,18395,0.4767,valid,0.572,17196
GRID-20304,80.245488,21.83621,0.0467,26779,0.0051,23658,0.7089,6144,0.3196,valid,0.7306,4602
GRID-20305,80.245778,21.836212,0.0258,27573,0.0055,22375,0.6248,12491,0.2492,valid,0.6451,11055
GRID-20306,80.246069,21.836213,0.0431,26970,0.0054,22687,0.6155,13210,0.244,valid,0.6294,12404
GRID-20307,80.246359,21.836214,0.146,12608,0.0065,19360,0.4431,22325,0.3471,valid,0.4878,22019
GRID-20308,80.246649,21.836216,0.1283,14867,0.0062,20474,0.5912,14983,0.3949,valid,0.6382,11666
GRID-20309,80.24694,21.836217,0.108,17961,0.0059,21374,0.7132,5826,0.457,valid,0.6956,6965
GRID-20310,80.24723,21.836218,0.0412,27074,0.0052,23268,0.5599,16930,0.1911,valid,0.5968,15208
GRID-20311,80.24752,21.83622,0.1703,10335,0.0105,10361,0.4893,20542,0.5041,valid,0.5319,19825
GRID-20312,80.24781,21.836221,0.1303,14590,0.008,14934,0.5342,18328,0.4246,valid,0.5722,17183
GRID-20313,80.248101,21.836222,0.0643,25100,0.0067,18854,0.5994,14373,0.2986,valid,0.6211,13165
GRID-20314,80.248391,21.836224,0.0751,23647,0.0078,15490,0.6325,11862,0.3868,valid,0.6412,11401
GRID-20315,80.248681,21.836225,0.0679,24656,0.0046,24840,0.5965,14604,0.2292,valid,0.6284,12505
GRID-20316,80.248971,21.836226,0.0857,21866,0.0051,23559,0.5702,16316,0.2576,valid,0.6151,13699
GRID-20317,80.249262,21.836228,0.1086,17859,0.005,23831,0.7316,4650,0.4428,valid,0.7144,5605
GRID-20318,80.249552,21.836229,0.1992,8395,0.0058,21428,0.6626,9472,0.5275,valid,0.62,13284
GRID-20319,80.249842,21.83623,0.2663,5332,0.0074,16591,0.5766,15938,0.5447,valid,0.5374,19517
GRID-20320,80.250133,21.836232,0.1541,11765,0.0058,21470,0.6095,13634,0.4364,valid,0.5836,16278
GRID-20321,80.250423,21.836233,0.2322,6744,0.0075,16425,0.5853,15347,0.5369,valid,0.5531,18515
GRID-20322,80.250713,21.836234,0.2224,7169,0.0062,20243,0.653,10203,0.5477,valid,0.6124,13927
GRID-20323,80.251003,21.836236,0.1156,16737,0.0055,22458,0.5637,16729,0.3275,valid,0.6021,14777
GRID-20324,80.251294,21.836237,0.058,25821,0.0071,17609,0.5949,14712,0.3009,valid,0.6177,13483
GRID-20325,80.251584,21.836238,0.0328,27423,0.0057,21810,0.5979,14503,0.2336,valid,0.632,12167
GRID-20326,80.251874,21.83624,0.1065,18230,0.0064,19739,0.6792,8224,0.4445,valid,0.6665,9248
GRID-20327,80.252165,21.836241,0.63,328,0.9839,61,0.0294,27569,0.6638,valid,0.0251,27590
GRID-20328,80.252455,21.836242,0.1402,13303,0.0105,10313,0.4957,20246,0.4726,partial,0.5217,20394
GRID-20329,80.20398,21.835744,0.1627,10956,0.0087,13368,0.571,16267,0.5119,valid,0.5316,19850
GRID-20330,80.20427,21.835746,0.0946,20287,0.0063,19987,0.6053,13956,0.3479,valid,0.5755,16930
GRID-20331,80.20456,21.835747,0.0978,19733,0.0079,15241,0.6254,12436,0.4299,valid,0.6007,14905
GRID-20332,80.20485,21.835749,0.0956,20108,0.0056,22273,0.6086,13706,0.3256,valid,0.5787,16666
GRID-20333,80.205141,21.83575,0.0548,26124,0.0047,24717,0.6184,12992,0.2324,valid,0.6415,11372
GRID-20334,80.205431,21.835751,0.0989,19545,0.0049,24114,0.6424,11040,0.3423,valid,0.6615,9643
GRID-20335,80.205721,21.835753,0.1099,17649,0.0057,21764,0.5693,16370,0.3292,valid,0.6003,14945
GRID-20336,80.206012,21.835754,0.1153,16784,0.0065,19280,0.6387,11369,0.4296,valid,0.6518,10499
GRID-20337,80.206302,21.835756,0.2097,7810,0.0094,11893,0.6768,8418,0.6619,valid,0.6643,9433
GRID-20338,80.206592,21.835757,0.1379,13549,0.0074,16639,0.6153,13229,0.4779,valid,0.6185,13411
GRID-20339,80.206882,21.835758,0.0904,21026,0.0051,23493,0.6185,12982,0.3086,valid,0.608,14292
GRID-20340,80.207173,21.83576,0.1809,9591,0.0064,19766,0.6801,8150,0.549,valid,0.6387,11610
GRID-20341,80.207463,21.835761,0.1928,8804,0.0058,21702,0.687,7647,0.5412,valid,0.6398,11517
GRID-20342,80.207753,21.835763,0.1689,10468,0.0056,22332,0.7022,6586,0.5264,valid,0.656,10141
GRID-20343,80.208043,21.835764,0.1743,10034,0.0073,16851,0.6629,9443,0.5632,valid,0.6129,13888
GRID-20344,80.208334,21.835765,0.0917,20785,0.0077,15670,0.6696,8941,0.4541,valid,0.6265,12660
GRID-20345,80.208624,21.835767,0.3503,2846,0.0125,8459,0.5123,19478,0.6299,valid,0.4567,23203
GRID-20346,80.208914,21.835768,0.2337,6679,0.0074,16736,0.61,13586,0.5551,valid,0.5624,17912
GRID-20347,80.209205,21.83577,0.0768,23382,0.0061,20606,0.6564,9955,0.3513,valid,0.6408,11426
GRID-20348,80.209495,21.835771,0.0923,20691,0.0063,19864,0.7398,4201,0.4618,valid,0.7197,5251
GRID-20349,80.209785,21.835772,0.1222,15681,0.0052,23274,0.7277,4873,0.473,valid,0.6892,7444
GRID-20350,80.210075,21.835774,0.0646,25066,0.0042,25681,0.6457,10770,0.2603,valid,0.6302,12337
GRID-20351,80.210366,21.835775,0.1794,9676,0.0058,21668,0.6495,10474,0.4972,valid,0.6103,14111
GRID-20352,80.210656,21.835776,0.0822,22467,0.0061,20715,0.6956,7038,0.3961,valid,0.6705,8915
GRID-20353,80.210946,21.835778,0.138,13539,0.0085,13788,0.6757,8503,0.5692,valid,0.7194,5271
GRID-20354,80.211237,21.835779,0.1316,14400,0.0073,16853,0.6654,9248,0.513,valid,0.7043,6334
GRID-20355,80.211527,21.835781,0.1391,13435,0.0066,19099,0.6316,11930,0.4653,valid,0.6557,10164
GRID-20356,80.211817,21.835782,0.1853,9298,0.0109,9887,0.5607,16896,0.5661,valid,0.6046,14588
GRID-20357,80.212107,21.835783,0.0926,20644,0.0055,22361,0.6907,7372,0.3942,valid,0.6462,10960
GRID-20358,80.212398,21.835785,0.0948,20254,0.0045,25087,0.6871,7642,0.3629,valid,0.6463,10947
GRID-20359,80.212688,21.835786,0.1681,10526,0.0075,16384,0.6176,13055,0.5194,valid,0.5914,15656
GRID-20360,80.212978,21.835788,0.0961,20042,0.0038,26349,0.6932,7187,0.3557,valid,0.6923,7207
GRID-20361,80.213268,21.835789,0.1853,9294,0.0106,10240,0.502,19956,0.5252,valid,0.5417,19278
GRID-20362,80.213559,21.83579,0.1058,18339,0.0038,26359,0.6691,8982,0.3545,valid,0.6858,7695
GRID-20363,80.213849,21.835792,0.1791,9701,0.0044,25362,0.6872,7630,0.4866,valid,0.6506,10587
GRID-20364,80.214139,21.835793,0.0876,21532,0.0044,25264,0.7046,6440,0.3598,valid,0.6857,7701
GRID-20365,80.21443,21.835794,0.1102,17594,0.0058,21438,0.6986,6833,0.4485,valid,0.6831,7905
GRID-20366,80.21472,21.835796,0.1146,16881,0.0052,23242,0.6594,9711,0.4008,valid,0.6479,10805
GRID-20367,80.21501,21.835797,0.0938,20399,0.0043,25442,0.6811,8079,0.3516,valid,0.6706,8908
GRID-20368,80.2153,21.835799,0.0998,19387,0.0042,25586,0.6457,10771,0.3297,valid,0.6207,13214
GRID-20369,80.215591,21.8358,0.1499,12219,0.0064,19713,0.6258,12403,0.4669,valid,0.5966,15224
GRID-20370,80.215881,21.835801,0.4978,939,0.0173,6261,0.1922,26862,0.5904,valid,0.2233,26770
GRID-20371,80.216171,21.835803,0.4797,1074,0.014,7564,0.2463,26333,0.5795,valid,0.2822,26341
GRID-20372,80.216462,21.835804,0.153,11882,0.0056,22074,0.6895,7463,0.502,valid,0.7376,4215
GRID-20373,80.216752,21.835806,0.0802,22812,0.0064,19660,0.7228,5192,0.4269,valid,0.7096,5947
GRID-20374,80.217042,21.835807,0.1099,17645,0.0059,21256,0.6378,11452,0.3945,valid,0.6141,13786
GRID-20375,80.217332,21.835808,0.1121,17268,0.0049,24236,0.6666,9169,0.3907,valid,0.6401,11495
GRID-20376,80.217623,21.83581,0.095,20221,0.0035,26762,0.7005,6699,0.3545,valid,0.6926,7191
GRID-20377,80.217913,21.835811,0.157,11476,0.0079,15166,0.6211,12793,0.5258,valid,0.6148,13716
GRID-20378,80.218203,21.835812,0.2144,7566,0.0115,9293,0.6209,12805,0.6433,valid,0.5951,15336
GRID-20379,80.218494,21.835814,0.2288,6874,0.0131,8085,0.4718,21246,0.5647,valid,0.5,21481
GRID-20380,80.218784,21.835815,0.037,27268,0.0062,20389,0.6391,11341,0.2906,valid,0.6795,8185
GRID-20381,80.219074,21.835817,0.0937,20424,0.0102,10772,0.7859,2013,0.6007,valid,0.8213,1094
GRID-20382,80.219364,21.835818,0.1506,12157,0.0125,8493,0.7172,5569,0.6847,valid,0.7171,5397
GRID-20383,80.219655,21.835819,0.163,10938,0.0368,3778,0.6585,9791,0.7053,valid,0.7117,5788
GRID-20384,80.219945,21.835821,0.1878,9131,0.065,3048,0.6344,11731,0.7125,valid,0.6913,7276
GRID-20385,80.220235,21.835822,0.1768,9869,0.0856,2713,0.7343,4502,0.7946,valid,0.7842,2096
GRID-20386,80.220525,21.835823,0.2963,4314,0.0941,2577,0.6249,12476,0.7671,valid,0.6741,8629
GRID-20387,80.220816,21.835825,0.1799,9648,0.0882,2668,0.6932,7188,0.7655,valid,0.7346,4369
GRID-20388,80.221106,21.835826,0.1181,16361,0.0701,2969,0.7585,3146,0.7298,valid,0.793,1820
GRID-20389,80.221396,21.835827,0.0964,19976,0.0442,3450,0.7797,2239,0.6914,valid,0.8006,1600
GRID-20390,80.221687,21.835829,0.1813,9560,0.0253,4758,0.4795,20942,0.576,valid,0.5502,18708
GRID-20391,80.221977,21.83583,0.0815,22566,0.0104,10473,0.5935,14824,0.4245,valid,0.6384,11647
GRID-20392,80.222267,21.835832,0.2255,7011,0.0101,10899,0.4397,22444,0.5148,valid,0.5045,21259
GRID-20393,80.222557,21.835833,0.0923,20689,0.0049,24130,0.6581,9813,0.3431,valid,0.7169,5414
GRID-20394,80.222848,21.835834,0.2771,4939,0.0104,10449,0.4506,22048,0.5499,valid,0.5177,20601
GRID-20395,80.223138,21.835836,0.0917,20797,0.013,8109,0.6208,12808,0.4984,valid,0.6674,9171
GRID-20396,80.223428,21.835837,0.1142,16946,0.0299,4254,0.5844,15430,0.5595,valid,0.6476,10830
GRID-20397,80.223719,21.835838,0.4399,1440,0.0313,4145,0.3169,25413,0.6273,valid,0.3788,25078
GRID-20398,80.224009,21.83584,0.3188,3648,0.0162,6579,0.3241,25313,0.5727,valid,0.3811,25035
GRID-20399,80.224299,21.835841,0.1047,18553,0.0092,12296,0.6355,11641,0.4891,valid,0.6726,8761
GRID-20400,80.224589,21.835843,0.2272,6943,0.016,6666,0.6715,8819,0.7303,valid,0.6801,8134
GRID-20401,80.22488,21.835844,0.2019,8251,0.0089,12850,0.4964,20218,0.5032,valid,0.5678,17508
GRID-20402,80.22517,21.835845,0.2472,6109,0.0089,12867,0.353,24797,0.4736,valid,0.4096,24462
GRID-20403,80.22546,21.835847,0.3966,2003,0.0168,6408,0.2554,26227,0.5835,valid,0.3091,26045
GRID-20404,80.22575,21.835848,0.0534,26250,0.0047,24535,0.6515,10311,0.2653,valid,0.715,5565
GRID-20405,80.226041,21.835849,0.1764,9902,0.0102,10669,0.4783,20985,0.5003,valid,0.5461,18973
GRID-20406,80.226331,21.835851,0.2184,7365,0.0098,11280,0.4234,22990,0.4994,valid,0.4834,22203
GRID-20407,80.226621,21.835852,0.4373,1472,0.0172,6303,0.1955,26843,0.5837,valid,0.2381,26685
GRID-20408,80.226912,21.835853,0.4053,1862,0.0156,6849,0.2247,26555,0.5759,valid,0.2738,26415
GRID-20409,80.227202,21.835855,0.324,3502,0.0096,11690,0.3074,25553,0.5101,valid,0.3624,25346
GRID-20410,80.227492,21.835856,0.4024,1905,0.0143,7420,0.2663,26111,0.5739,valid,0.3082,26056
GRID-20411,80.227782,21.835858,0.5044,898,0.0156,6831,0.2029,26782,0.585,valid,0.2404,26671
GRID-20412,80.228073,21.835859,0.587,491,0.0292,4329,0.1257,27188,0.6151,valid,0.1518,27157
GRID-20413,80.228363,21.83586,0.1199,16059,0.0077,15820,0.5233,18934,0.389,valid,0.5716,17221
GRID-20414,80.228653,21.835862,0.1022,18990,0.0059,21255,0.6652,9260,0.4047,valid,0.6707,8899
GRID-20415,80.228944,21.835863,0.0886,21338,0.0047,24563,0.7389,4250,0.3969,valid,0.7192,5283
GRID-20416,80.229234,21.835864,0.1564,11538,0.0075,16233,0.6427,11019,0.5336,valid,0.6219,13091
GRID-20417,80.229524,21.835866,0.1262,15142,0.0061,20496,0.7538,3398,0.5306,valid,0.7347,4363
GRID-20418,80.229814,21.835867,0.1527,11924,0.007,17681,0.7422,4054,0.5953,valid,0.7119,5782
GRID-20419,80.230105,21.835868,0.1625,10984,0.0072,17075,0.7438,3961,0.615,valid,0.7172,5388
GRID-20420,80.230395,21.83587,0.1628,10946,0.0066,18945,0.7386,4270,0.5892,valid,0.7091,5983
GRID-20421,80.230685,21.835871,0.1055,18406,0.0057,21763,0.736,4406,0.464,valid,0.705,6276
GRID-20422,80.230976,21.835872,0.1375,13605,0.0076,16044,0.7063,6327,0.5674,valid,0.7004,6617
GRID-20423,80.231266,21.835874,0.1818,9522,0.0095,11742,0.7109,5978,0.6724,valid,0.6954,6978
GRID-20424,80.231556,21.835875,0.0695,24444,0.0064,19771,0.8323,904,0.4575,valid,0.8193,1131
GRID-20425,80.231846,21.835876,0.1116,17346,0.0049,24082,0.736,4409,0.4488,valid,0.713,5709
GRID-20426,80.232137,21.835878,0.2532,5834,0.0122,8699,0.6372,11501,0.687,valid,0.6138,13812
GRID-20427,80.232427,21.835879,0.1648,10783,0.0076,16075,0.8011,1582,0.658,valid,0.8121,1284
GRID-20428,80.232717,21.835881,0.3143,3778,0.0137,7695,0.6348,11704,0.7213,valid,0.6406,11451
GRID-20429,80.233007,21.835882,0.1217,15753,0.0053,23088,0.8589,547,0.5264,valid,0.8767,439
GRID-20430,80.233298,21.835883,0.0678,24663,0.003,27136,0.7867,1985,0.3533,valid,0.7943,1776
GRID-20431,80.233588,21.835885,0.0835,22271,0.0048,24294,0.7536,3412,0.399,valid,0.7346,4372
GRID-20432,80.233878,21.835886,0.1012,19146,0.0042,25610,0.74,4192,0.4114,valid,0.7145,5603
GRID-20433,80.234169,21.835887,0.0704,24310,0.0045,25073,0.7394,4217,0.3555,valid,0.7156,5521
GRID-20434,80.234459,21.835889,0.0934,20476,0.0049,24200,0.7463,3816,0.4169,valid,0.7217,5134
GRID-20435,80.234749,21.83589,0.0941,20355,0.0044,25214,0.75,3611,0.4086,valid,0.7264,4849
GRID-20436,80.235039,21.835891,0.0894,21212,0.0047,24709,0.7539,3386,0.4071,valid,0.7328,4480
GRID-20437,80.23533,21.835893,0.0999,19379,0.0048,24266,0.7464,3808,0.4294,valid,0.7215,5147
GRID-20438,80.23562,21.835894,0.077,23361,0.0046,24912,0.7185,5470,0.3538,valid,0.7015,6533
GRID-20439,80.23591,21.835895,0.0873,21583,0.0058,21701,0.7723,2522,0.4492,valid,0.7648,2857
GRID-20440,80.236201,21.835897,0.1534,11850,0.0072,17324,0.7334,4545,0.5946,valid,0.7017,6520
GRID-20441,80.236491,21.835898,0.1531,11873,0.0086,13646,0.8402,759,0.684,valid,0.8392,799
GRID-20442,80.236781,21.835899,0.1896,9023,0.0108,9984,0.8036,1508,0.7533,valid,0.8218,1081
GRID-20443,80.237071,21.835901,0.0455,26853,0.0044,25274,0.6501,10425,0.2478,valid,0.6967,6868
GRID-20444,80.237362,21.835902,0.0451,26873,0.0072,17185,0.6463,10714,0.3414,valid,0.6886,7481
GRID-20445,80.237652,21.835903,0.0681,24618,0.0084,14090,0.5325,18425,0.313,valid,0.5772,16795
GRID-20446,80.237942,21.835905,0.1016,19080,0.0069,18221,0.4357,22567,0.2801,valid,0.4797,22364
GRID-20447,80.238233,21.835906,0.2556,5725,0.0086,13533,0.294,25748,0.4588,valid,0.3383,25677
GRID-20448,80.238523,21.835907,0.0957,20097,0.0069,18265,0.4982,20126,0.2967,valid,0.531,19898
GRID-20449,80.238813,21.835909,0.145,12713,0.0057,21840,0.4543,21906,0.3211,valid,0.5004,21462
GRID-20450,80.239103,21.83591,0.0872,21607,0.0046,24923,0.7289,4811,0.3826,valid,0.7173,5386
GRID-20451,80.239394,21.835911,0.0796,22917,0.0059,21103,0.6895,7462,0.3809,valid,0.6689,9047
GRID-20452,80.239684,21.835913,0.123,15577,0.0051,23733,0.7274,4890,0.4685,valid,0.7091,5987
GRID-20453,80.239974,21.835914,0.1323,14315,0.0051,23663,0.719,5442,0.4779,valid,0.6987,6722
GRID-20454,80.240264,21.835915,0.0401,27120,0.0041,25938,0.6501,10421,0.2367,valid,0.682,7976
GRID-20455,80.240555,21.835917,0.1045,18592,0.0069,18134,0.6177,13043,0.4015,valid,0.6585,9921
GRID-20456,80.240845,21.835918,0.0973,19818,0.0078,15417,0.6916,7308,0.4884,valid,0.7116,5800
GRID-20457,80.241135,21.835919,0.1623,11005,0.0132,8019,0.7672,2753,0.7382,valid,0.7454,3812
GRID-20458,80.241426,21.835921,0.1806,9606,0.0091,12538,0.7674,2735,0.7009,valid,0.7418,3992
GRID-20459,80.241716,21.835922,0.1248,15338,0.0083,14136,0.6348,11696,0.5049,valid,0.6191,13362
GRID-20460,80.242006,21.835923,0.0584,25786,0.0184,5978,0.6984,6847,0.5357,valid,0.7052,6263
GRID-20461,80.242296,21.835925,0.0329,27418,0.009,12780,0.6095,13630,0.3527,valid,0.6316,12212
GRID-20462,80.242587,21.835926,0.0451,26872,0.0039,26114,0.6767,8428,0.2615,valid,0.6878,7546
GRID-20463,80.242877,21.835927,0.0634,25207,0.0022,27560,0.7436,3973,0.3177,valid,0.755,3353
GRID-20464,80.243167,21.835929,0.1037,18723,0.0051,23585,0.7232,5174,0.429,valid,0.699,6702
GRID-20465,80.243458,21.83593,0.089,21263,0.0071,17449,0.7166,5602,0.4671,valid,0.7169,5417
GRID-20466,80.243748,21.835931,0.3183,3664,0.023,5083,0.4656,21483,0.6365,valid,0.4504,23397
GRID-20467,80.244038,21.835933,0.1124,17215,0.019,5850,0.6635,9399,0.6096,valid,0.6854,7719
GRID-20468,80.244328,21.835934,0.0633,25232,0.0061,20620,0.6362,11584,0.3093,valid,0.6762,8458
GRID-20469,80.244619,21.835935,0.1067,18205,0.0054,22683,0.5657,16597,0.3088,valid,0.6277,12562
GRID-20470,80.244909,21.835937,0.2656,5361,0.0079,15329,0.3647,24554,0.456,valid,0.4103,24450
GRID-20471,80.245199,21.835938,0.2972,4292,0.013,8114,0.2892,25805,0.5405,valid,0.3323,25756
GRID-20472,80.24549,21.835939,0.0475,26729,0.0045,25169,0.5872,15236,0.1927,valid,0.6108,14074
GRID-20473,80.24578,21.835941,0.0651,24996,0.0032,26992,0.6179,13024,0.2182,valid,0.6305,12304
GRID-20474,80.24607,21.835942,0.0513,26423,0.0063,20166,0.6212,12778,0.2861,valid,0.6362,11839
GRID-20475,80.24636,21.835943,0.033,27414,0.0049,24034,0.6172,13078,0.2241,valid,0.6346,11962
GRID-20476,80.246651,21.835945,0.1278,14934,0.0068,18421,0.6702,8896,0.4919,valid,0.6413,11390
GRID-20477,80.246941,21.835946,0.16,11216,0.0066,19036,0.6476,10616,0.5086,valid,0.6208,13205
GRID-20478,80.247231,21.835947,0.1557,11609,0.0123,8606,0.6357,11628,0.6171,valid,0.6398,11520
GRID-20479,80.247522,21.835949,0.1076,18050,0.007,17916,0.5259,18792,0.3415,valid,0.5746,17002
GRID-20480,80.247812,21.83595,0.0963,20006,0.0049,24111,0.5559,17148,0.2633,valid,0.5951,15338
GRID-20481,80.248102,21.835951,0.1913,8921,0.0085,13854,0.5547,17220,0.5191,valid,0.5299,19959
GRID-20482,80.248392,21.835953,0.0527,26298,0.007,17932,0.648,10585,0.3409,valid,0.6459,10988
GRID-20483,80.248683,21.835954,0.0979,19711,0.0045,24940,0.6876,7600,0.3717,valid,0.6791,8221
GRID-20484,80.248973,21.835955,0.0759,23525,0.0042,25695,0.7092,6111,0.3347,valid,0.7072,6124
GRID-20485,80.249263,21.835957,0.048,26684,0.0069,18191,0.6221,12717,0.3075,valid,0.6326,12116
GRID-20486,80.249553,21.835958,0.1499,12222,0.0119,8888,0.6358,11614,0.6065,valid,0.6297,12390
GRID-20487,80.249844,21.835959,0.1168,16553,0.0052,23326,0.6651,9270,0.409,valid,0.6584,9925
GRID-20488,80.250134,21.835961,0.0844,22108,0.0029,27263,0.6416,11116,0.2727,valid,0.6402,11486
GRID-20489,80.250424,21.835962,0.0682,24601,0.0047,24522,0.6339,11752,0.268,valid,0.6576,9988
GRID-20490,80.250715,21.835963,0.1229,15594,0.0056,22189,0.6359,11609,0.4061,valid,0.6433,11211
GRID-20491,80.251005,21.835965,0.0503,26508,0.0047,24527,0.6106,13546,0.2234,valid,0.6371,11750
GRID-20492,80.251295,21.835966,0.0643,25096,0.0084,13933,0.5608,16891,0.3276,valid,0.5769,16817
GRID-20493,80.251585,21.835967,0.0459,26824,0.0055,22351,0.6098,13613,0.245,valid,0.6368,11779
GRID-20494,80.251876,21.835969,0.1837,9399,0.0064,19559,0.6419,11085,0.5185,valid,0.6109,14073
GRID-20495,80.252166,21.83597,0.6496,272,0.9845,29,0.033,27531,0.6653,valid,0.0265,27570
GRID-20496,80.252456,21.835971,0.2901,4518,0.014,7540,0.4865,20669,0.6065,partial,0.4558,23228
GRID-20497,80.203981,21.835473,0.1185,16274,0.0096,11657,0.6104,13560,0.5011,valid,0.5775,16769
GRID-20498,80.204271,21.835475,0.1081,17946,0.0055,22419,0.5737,16083,0.3212,valid,0.5464,18956
GRID-20499,80.204562,21.835476,0.0806,22745,0.0072,17257,0.6577,9853,0.4005,valid,0.6299,12374
GRID-20500,80.204852,21.835478,0.0867,21695,0.0051,23583,0.6079,13757,0.2901,valid,0.5784,16693
GRID-20501,80.205142,21.835479,0.079,23002,0.0053,23179,0.6446,10864,0.314,valid,0.6596,9811
GRID-20502,80.205432,21.83548,0.0997,19412,0.0091,12601,0.6477,10605,0.4875,valid,0.6562,10130
GRID-20503,80.205723,21.835482,0.0736,23844,0.0035,26712,0.6133,13375,0.2312,valid,0.6035,14660
GRID-20504,80.206013,21.835483,0.0834,22289,0.005,23897,0.6297,12097,0.2992,valid,0.6291,12433
GRID-20505,80.206303,21.835485,0.1017,19068,0.0061,20491,0.6693,8964,0.4165,valid,0.6594,9825
GRID-20506,80.206594,21.835486,0.2065,7986,0.0086,13523,0.6122,13450,0.5796,valid,0.6028,14714
GRID-20507,80.206884,21.835487,0.1071,18140,0.006,20990,0.6147,13269,0.3699,valid,0.6104,14107
GRID-20508,80.207174,21.835489,0.135,13935,0.0063,20092,0.6939,7144,0.5049,valid,0.66,9768
GRID-20509,80.207464,21.83549,0.2562,5706,0.006,20840,0.6538,10139,0.5589,valid,0.6014,14838
GRID-20510,80.207755,21.835492,0.1311,14463,0.0077,15762,0.7011,6660,0.5565,valid,0.6905,7355
GRID-20511,80.208045,21.835493,0.1161,16653,0.0081,14625,0.6729,8700,0.5193,valid,0.6374,11732
GRID-20512,80.208335,21.835494,0.0815,22576,0.0061,20607,0.6679,9062,0.3718,valid,0.6665,9254
GRID-20513,80.208626,21.835496,0.0724,24022,0.0058,21588,0.6301,12061,0.3065,valid,0.6136,13830
GRID-20514,80.208916,21.835497,0.1127,17164,0.0066,18969,0.641,11165,0.4313,valid,0.6204,13244
GRID-20515,80.209206,21.835498,0.0963,20001,0.0059,21094,0.6378,11450,0.3682,valid,0.6217,13110
GRID-20516,80.209496,21.8355,0.1117,17341,0.0057,21925,0.689,7497,0.4377,valid,0.6649,9388
GRID-20517,80.209787,21.835501,0.1348,13972,0.0056,22208,0.6955,7046,0.4802,valid,0.6694,9011
GRID-20518,80.210077,21.835503,0.23,6834,0.0081,14627,0.6248,12490,0.5918,valid,0.5895,15797
GRID-20519,80.210367,21.835504,0.0936,20452,0.0071,17471,0.6848,7822,0.4499,valid,0.6726,8760
GRID-20520,80.210657,21.835505,0.1526,11932,0.0054,22891,0.7461,3833,0.5352,valid,0.7025,6457
GRID-20521,80.210948,21.835507,0.1106,17530,0.0063,19962,0.7574,3192,0.5108,valid,0.7504,3579
GRID-20522,80.211238,21.835508,0.1361,13797,0.0079,15291,0.7412,4125,0.6006,valid,0.7317,4529
GRID-20523,80.211528,21.83551,0.1991,8398,0.0093,12161,0.5519,17353,0.5441,valid,0.609,14211
GRID-20524,80.211819,21.835511,0.0928,20594,0.0043,25535,0.6969,6950,0.3617,valid,0.7147,5578
GRID-20525,80.212109,21.835512,0.0883,21397,0.012,8873,0.7159,5654,0.568,valid,0.6921,7218
GRID-20526,80.212399,21.835514,0.1808,9594,0.0104,10453,0.6113,13512,0.5965,valid,0.5844,16216
GRID-20527,80.212689,21.835515,0.2486,6037,0.0078,15507,0.6833,7924,0.6457,valid,0.6277,12558
GRID-20528,80.21298,21.835517,0.1438,12871,0.0053,22992,0.7042,6456,0.4911,valid,0.6905,7347
GRID-20529,80.21327,21.835518,0.1161,16668,0.0139,7586,0.6719,8777,0.6028,valid,0.6497,10646
GRID-20530,80.21356,21.835519,0.1247,15353,0.01,11027,0.6274,12284,0.5351,valid,0.5898,15769
